id,name
249,deca durabolin inj
250,novum
251,dilantin
252,zarin cap
253,celin cap
254,quinine sulfate cap
255,thrombostat units
256,zarin syr
257,dilantin infatabs
258,norlutate
259,phenobarbital tab
260,thyroid tab
261,chloromycetin oph
262,elase
263,sinequan
264,vibramycin cap
265,atarax cap
266,tetracyn cap
267,navane cap
268,navane
269,navane capsules
270,atarax im sol
271,atarax syrup
272,diabinese tab
273,karidium liquid
274,karidium tab
275,betadine vaginal gel
276,senokot granules
277,betadine vaginal suppositories
278,x prep powder gm
279,betadine vaginal douche
280,senokot supp
281,senokot
282,cardioquin tablets
283,teejel gel
284,kwellada ion
285,kwellada shampoo
286,protophylline elixir
287,proviodine gel
288,protophylline inj
289,protophylline solution
290,potassium rougier
291,protophylline sup adultes
292,balminil expectorant liq
293,k crougier
294,protophylline tab
295,quinidine sulfate
296,soframycin eye drops
297,soframycin eye
298,soframycin ointment
299,dihydroergotamine dhe
300,mellaril
301,calcium sandoz syr
302,serentil tab
303,sansert
304,glysennid tablets
305,mellaril tab
306,calcium sandoz forte
307,novartis
308,celestoderm v cream
309,celestoderm v
310,garamycin cream
311,valisone scalp ion
312,chlortripolon inj
313,trilafon inj
314,sodium sulamyd
315,sodium sulamyd oph dps
316,celestone soluspan
317,chlortripolon syr
318,trilafon syr
319,trilafon conc
320,celestone tab
321,polaramine tab
322,estinyl tablets
323,estinyl tab
324,fulvicin uf tab
325,trilafon tab
326,garamycin ophthalmic ointment
327,sodium sulamyd oph
328,celestoderm v ointment
329,garamycin
330,aldactone
331,demulen day pack
332,pronestyl cap
333,mycostatin unitgm
334,fungizone
335,rubramin
336,moditen enanthate inj
337,pronestyl inj
338,delestrogen inj
339,delatestryl
340,naturetin
341,florinef acetate
342,mycostatin oral tab iu
343,mycostatin iugm
344,kenalog
345,norinyl tab
346,synalar ointment mild
347,synalar regular
348,synalar cream mild
349,synalar cream
350,dalacin c
351,lincocin
352,cortef
353,solumedrol inj sterile mixovial
354,medrol
355,bacitracin usp
356,testosterone
357,mycifradin sulfate oral solution
358,provera
359,emycin ect
360,haestin
361,cortef tablets
362,cortef tablets
363,provera tablets
364,medrol
365,mycifradin sulfate tablets gm
366,baciguent ointment units
367,medrol topical
368,myciguent ointment
369,ovral tab
370,isopto atropine
371,alcaine
372,polysporin cream
373,polysporin eye ear drops sterile
374,normal serum albumin human usp
375,persol acne cream
376,persol forte acne cream
377,tavist tablets
378,asa tablets usp
379,vitamin c tab
380,milk magnesia
381,wydase inj unit
382,lomotil
383,betnesol tab
384,hms
385,colprone tab
386,triptyn
387,phenytoin
388,ridazine
389,micronor tablets day
390,nitrostat
391,sodium chloride injection usp
392,bacteriostatic sodium chloride injection usp
393,sodium chloride ir urosol
394,sodium chloride irrigation usp
395,sodium chloride injection
396,potassium chloride injection concentrate usp
397,dextrose injection usp
398,mannitol inj abbovac
399,mannitol injection usp
400,sodium bicarbonate injection usp
401,ephedrine sulfate injection usp
402,quelicin
403,tubocurarine chloride inj
404,bacteriostatic water injection usp
405,sterile water irrigation usp
406,sterile water injection usp
407,pentothal inj syr
408,pentothal sodium inj gm sterile
409,pentothal sodium pws gm
410,vitamin b inj
411,fero grad filmtab
412,dextrose sodium chloride
413,fero grad
414,lactate injection
415,urologic g irrigation
416,elliott solution
417,lactated ringer injection
418,
419,r
420,lactated ringer dextrose
421,inpersol w dextrose
422,iberet
423,hetrazan tab
424,asa
425,cod liver oil cap min
426,halibut liver oil cap iu
427,halibut liver oil cap
428,miostat ophthalmic liq
429,maxidex
430,zincfrin
431,zincfrin
432,maxitrol
433,liquifilm tears
434,lax special tab
435,hyper e tab
436,special c
437,cilobana cpa tab
438,b plus
439,calpadon tab
440,digestaid tab
441,pro enz tab
442,diuerb tab
443,arsenilate solution
444,aqua biotics c capsules
445,eye clear
446,ear clear
447,kwik stop
448,xylocaine topical
449,codeine phosphate syrup
450,belladone tct
451,psyllium blond
452,methylene bleu liq
453,minerale lourde huile
454,minerale legere huile
455,opium teinture
456,gentiane violet liq top
457,paregorique
458,salsepareille
459,dextrose injectable sterile solution
460,dipyrone injectable sterile solution
461,penicillin procainique aqueous
462,sulfamethazine liq
463,sure
464,calphosan suspension
465,caco iron copper injectable sterile solution
466,udder balm
467,fluothane anesthetic
468,atravet soluble granules
469,atravet injectable
470,atravet tablets
471,apl
472,hibitane
473,hibitane udder wash
474,hibitane disinfectant
475,derapen inj
476,dyrex f
477,dextro
478,dermoplast aerosol spray
479,eye wound powder
480,beminal w c fortis inj
481,sodium chloride inj
482,sodium chloride injection usp
483,anticoagulant sod citrate soltn gm
484,dextrose injection usp
485,osmitrol injection
486,sodium bicarbonate inj gm usp
487,dextrose sod chloride inj
488,dextrose sod chloride inj usp
489,alcohol dextrose inj usp
490,ringer inj
491,lactate chloride dextrose inj
492,lactated ringer injection usp
493,lactated ringer injection usp
494,house dust treatment set
495,allergenic extracts pollens
496,allergenic extracts
497,inhalants treatment course mixed
498,fall eastern pollen vaccine
499,pacific tree pollen vaccine
500,fall western pollen vaccine
501,pacific grasses weed pollen vaccine
502,summer pollen vaccine
503,abc plaster
504,bromelain pineapple enzyme nu life
505,niacin tab
506,rolla
507,chlorophyll natures deodorant nu life
508,calcium magnesium tablets nu life
509,bioflavonoids rose hips c nu life
510,glutamic acid hydrochloride nu life
511,halibut liver oil nu life
512,folic acid tab nu life
513,calcium magnesium dolomite nu life
514,rose hips plus nu life
515,organic iron compound nu life
516,super panto plex nu life
517,neo laryngobis enf
518,laryngobis
519,hemarexin ampoules buvables
520,vitamine b comprime
521,vitamine evi capsule
522,vitamine e ui capsule
523,tegrin cream
524,persantine tab
525,finalgon
526,shin band
527,anectine flopack
528,lidosporin ear drops
529,actifed syrup
530,actifed tablets
531,polysporin burn formula cream
532,megral tabs
533,coactifed
534,cora caine
535,pt powder pt liquid pt liquid
536,chinosol gm
537,slow k
538,locacorten vioform eardrops
539,locacorten vioform
540,vioform hydrocortisone mild
541,vioform hydrocortisone
542,vioform hydrocortisone
543,apes
544,diphtheria toxoid schick crol lf
545,diphtheria toxoid immunization reactors
546,diphtheria toxoid
547,diphtheria antitoxin inj unitvial
548,cholera vaccine strain aand mcc
549,pertussis vaccine protect unit
550,smallpox vaccine dried
551,smallpox vaccine glycerinated
552,poliovirus vaccine live oral trivalent
553,botulism antitoxin trivalent types b e
554,botulism antitoxin equine type e
555,bcg vaccine freezedried
556,tylocine inj
557,tylocine tab
558,tylocine pws gmtylocine pws kg
559,nephronex tab
560,hyper tet
561,gamastan
562,hyp rho inj
563,aureomycin pws gmlb
564,aureomycin g medicated premix
565,aureomycin uterine oblets
566,aureomycin bisulfate conc poultry formula
567,tramisol cattle wormer oblets grams
568,tramisol soluble powder
569,aureomycin pwr
570,aureo
571,aureomycin sulmet soluble powder
572,anprofac
573,aureo spg medicated premix
574,certreat scours oblets
575,aureomycin sulmet calf scours oblet
576,iodaminol tab
577,agobyl liquide
578,aminoderm poudre
579,acidobyl
580,acidobyl cascara
581,b totum
582,metaboline
583,bag balm
584,bag balm dilators
585,condition pwr dr danielsdr woodburys
586,rowachol capsule
587,mineral oil
588,cod liver oil capsules
589,beef iron wine
590,sodium chloride tab
591,hydrochlorothiazide tablets
592,asa tab enteric coated
593,acetylsalicylic acid tab
594,asa tab
595,asa ect
596,chloral hydrate capsules
597,sodium bicarbonate tab
598,tincture valerian
599,codeine phosphate tab
600,spirit camphor
601,camphorated oil
602,aromatic cascara sagrada compound
603,phenobarbital tablet
604,hydrocortisone ointment
605,zinc ointment
606,quinine sulfate capsules
607,milk magnesia liquid
608,milk magnesia tablets
609,ipecac syrup
610,heavy mineral oil
611,hydrogen peroxide topical solution
612,hydrogen peroxide liq
613,glycerin liquid
614,castor oil certified
615,opium tincture
616,magnesium citrate oral solution
617,folic acid tablets
618,vitamin c tablets
619,ferrous gluconate tablet
620,calcium gluconate tab
621,anise spirit
622,peppermint spirit
623,clove oil
624,kaolin pectin susp
625,tincture iodine
626,calamine ion certified
627,cod liver oil w added vit
628,halibut liver oil capsules
629,acetylsalicylic acid caffeine codeine phosphate
630,c tablets codeine
631,camphorated opium tincture
632,beef iron wine vitamin b
633,cold sore ion
634,dewormer liq
635,super pipzine
636,piperazine dihydrochloride
637,egg shell germicide
638,neomycin soluble powder gmsoz
639,sodium sulfamethazine solution
640,sodium sulfamethazine concentrate solution
641,curb
642,oxytocin inj synthetic iu
643,mineral oil veterinary
644,sodium arsanilate solution gr
645,hog dewormer
646,dusting powder caining sevin
647,germe zone
648,stop pick
649,digitalis powdered tablets csd gr
650,artichobyl tab
651,hygromix premix
652,tylan inj
653,tylan
654,tylan soluble
655,methigel
656,liquichlor
657,piperazine dihydrochloride feed rite
658,hoof packing fiebings
659,fura ointment
660,alfalfa pellet horse wormer
661,wonder wormer horses
662,clear eyes
663,scarlex scarlet oil spray wound dressing
664,wound kote gentian violet spray wound dre
665,wonder dust wound dressing
666,megacillin pedi sus
667,megacillin tablets
668,fleet enema mineral oil
669,cd
670,tablets
671,mep tab
672,versol
673,vitamine c
674,gasva
675,artrol
676,germiphene concentrate
677,dequadin lozenges
678,dequadin mint loz
679,dequadin oral paint
680,glycothymoline
681,lidocaine graham flavored
682,dr schieffers stomach herb tea
683,dr schieffer bladder kidney herb tea nr
684,dr schieffer liver gall herb tea nr
685,dr schieffer nerve herb tea nr
686,clorpactin wcs
687,renacidin
688,deworming capsules cats
689,deworming capsules puppies
690,deworming capsules dogs
691,c
692,vitamin e cap unit
693,librax
694,atone
695,salix
696,novolate inj
697,ergonovine maleate inj
698,cophylac
699,cophylac expectorant
700,boroform spray
701,soma tablets
702,gravol capsules long acting
703,bionet lozenge
704,diovol plus suspension
705,gravergol capsules
706,urasal granules
707,diovol plus tablets
708,buminate
709,plasma protein fraction human protenate
710,iron inj coop
711,calf scour tablets
712,sodium chloride tab gm
713,sapoderm
714,cascara aromatic
715,cetrimide aqueous soln
716,hydrogen peroxide solution
717,white petroleum jelly bp
718,lassar paste
719,hexaphenyl
720,iodine tincture
721,inositol tab
722,choline tab
723,ascorbic acid tab usp w nonmed cherry
724,niacinamide tab usp
725,dolomite tab
726,glutamic acid pepsin betaine tablets
727,brewers yeast tablets fortifed
728,flura drops
729,akineton tab
730,dilaudid
731,chest tonic tea
732,bladder tonic tea
733,liquisan syr cough
734,kidney tonic tea
735,liver tonic tea
736,kidney bladder tonic tea
737,tonic tea colds
738,levsin
739,
740,petroleum jelly
741,amicar inj
742,amicar syr
743,amicar tab
744,declomycin tab
745,tuberculin tine test
746,myambutol tab
747,aristoform r
748,brietal sodium ampoule
749,drenison tape sq cm
750,quinidine gluconate inj usp
751,tuinal pulvule
752,pet pectillin
753,ich
754,aqua aid
755,conray
756,vascoray
757,emtryl soluble
758,deccox premix
759,parafon forte
760,acide borique
761,bentylol inj
762,alertonic
763,medilium cap
764,medilium cap
765,diuchlor h tab
766,meditran
767,astrin gr
768,medicycline cap
769,medichol
770,meplex
771,proception sperm nutrient douche
772,cerv
773,round worm tab bob martin
774,tibs roundworm tab
775,tibs tapeworm tab
776,tapeworm tablets gm
777,tibs tablets cats
778,bob martins condition tablets
779,mintezol chewable tab
780,aminohippurate sodium inj liq
781,lyovac antivenin black widow spider
782,amprol
783,amprol feed premix
784,nicarb feed premix
785,aldoril tab
786,hydropres tab
787,triavil tab
788,neodecadron eye ear soln
789,vitamin e cap iu
790,vitamin e tab
791,chymolean pws unit
792,lentol
793,germex
794,tetralean pwr
795,somnotol pentobarbital sodium injection usp
796,euthanyl
797,oxytocin injection
798,lidocaine hcl w epinephrine
799,iosal
800,sulfalean powder
801,astringent powder
802,pinkamin
803,feloids tab
804,blu kote dr naylors
805,glycerin suppositories adults
806,dentition sirop de
807,debiline
808,debiline h
809,glycobal enfant
810,elasto homoeopathic tab
811,homoep tab cal mag pot sod phosph pot chlor
812,comb homoeopathic tab
813,neo pause injection
814,neo vagex
815,neo pectol
816,bex
817,darbazine spansule caps
818,pragmatar
819,neo darbazine spansule capsule
820,norcalciphos
821,visorbin
822,nutriderm
823,propoxyn
824,pen
825,octocaine hcl epinephrine
826,sultrin triple sulfa
827,atropine sulfate inj
828,prednisone tab
829,pred c tab
830,neo atropec tab
831,predniderm tab
832,amino acid inj
833,pancrex v tab gm
834,pancrex v capsules
835,pancrex granules
836,pancrex v forte tablets gmtab
837,pancrex v powder
838,epidri
839,ponstan
840,adrenalin chloride sol amp
841,adrenalin chloride sol
842,ergodryl cap
843,elase chloromycetin
844,ophthocort
845,chlordiazepoxide cap
846,hydrochlorothiazide
847,meprobamate tab
848,dimenhydrinate
849,tolbutamide tab
850,theophylline elixir
851,chlorpropamide tab
852,tetracycline cap
853,pyronium gm
854,diclophen
855,liquamast mastitis bulk infusion
856,terramycin premix
857,penicillin g procaine suspension
858,antivert tab
859,betadine aerosol spray
860,betadine shampoo
861,cerumenex
862,soropon shampoo
863,macrodex normal saline
864,macrodex dextrose
865,rheomacrodex dextrose
866,phenylbutazone inj
867,anti gaz emulsion flavoured
868,dixazone inj
869,oxytocin inj iu
870,arsanadexine liq gm
871,ironol inj
872,poly vita pen strep
873,acetylsalicylic acid tab
874,dimenhydrinate tab usp
875,c rola tab
876,c vite tab
877,ferrous gluconate tab
878,vigem liquid
879,cotabs
880,emercol loz
881,sel de perou
882,liniment soker
883,solution darva
884,sels mexicain
885,triogene
886,poudre dermatique jener
887,eau resolutive soker
888,vitalgine stam
889,pilules ducase
890,nazophyl darva
891,elixir spark
892,kitzyme vet yeast
893,vetzyme veterinary yeast
894,vetzyme zemol
895,stress
896,sodide inj
897,alphosyl ion
898,alphosyl cream
899,decractyl baume
900,deschiens sirop
901,vaccin
902,rogarsetic injection
903,butazone tab gm
904,dioctol
905,ethacilin inj unit
906,dexamone
907,vetastim cc
908,poten iu
909,phosphonortonic
910,penlong xl
911,p
912,dystosel
913,aneban
914,decasol inj
915,rolderme
916,varol liquid
917,nutrol c tab
918,proteminal
919,herisan
920,proviodine aerosol
921,iodovet solution
922,proviodine hydro
923,sope
924,sofra tulle x cm
925,soframycin nasal spray
926,sofracort eareye ointment
927,proctosedyl ointment
928,proctosedyl sup
929,ossopan gm
930,roter tablets
931,cafergot tab
932,bellergal tab
933,bellergal spacetabs
934,hydergine tablets
935,c
936,cafergot pb sup
937,cafergot pb tab
938,celestone repetabs
939,azium tab
940,azium inj
941,variton cream
942,polaramine repetabs
943,etrafon
944,etrafon tab
945,etrafon tab
946,etrafon f tab
947,naquasone
948,g
949,metimyd oph sus
950,metreton tab
951,aminophylline tab
952,sulphur
953,camphor spirit liq
954,wintergreen oil
955,isopropyl rubbing nf vv
956,cascara tab
957,epsom salts
958,phenobarb
959,sulfadiazine tab gr
960,zinc
961,boracic acid pwr
962,hydrogen peroxide liq vol
963,hydrogen peroxide vol
964,glycerin
965,castor oil
966,alum pwr
967,sodium fluoride tab chewable
968,sodium fluoride dps
969,glutamic acid hcl cap
970,witch hazel distilled
971,kelp tablets
972,thiamine hcl tab
973,riboflavin tab
974,niacinamide tab
975,pyridoxine hcl tab
976,folic acid tab
977,vitamin b tab
978,ferrous sulfate tab
979,calcium lactate tab
980,peppermint essence
981,alcorub rubbing alcohol compound
982,iodine tct bp
983,iodine tct cf
984,soda mint tab
985,calamine ion cf
986,terpin hydrate codeine elx cf
987,cod liver oil
988,ascorbic acid tab orange flavor
989,vitamin c tab orange flavoured chewable
990,ascorbic acid tab orange flavoured
991,lecithin capsules vitamin
992,ac c tab
993,acetylsalicylic acid caffeine cod phos
994,eczema
995,analgesic balm
996,friars balsam
997,aldactazide
998,organex e
999,cholografin meglumine inj
1000,sinografin
1001,salicylic acid soap
1002,benoxyl
1003,oilatum soap
1004,acne aid soap
1005,sulfoxyl ion regular
1006,vitamin b tab
1007,choline
1008,vitamin c plus acerola tab
1009,bone meal tab w ad
1010,anapolon
1011,neosynalar vet
1012,synalar biotic solution
1013,vitamin e iu thuna
1014,vitamin e iu thuna
1015,chickweed ointment thuna
1016,nasal jelly thuna
1017,b vitamin compound b thunas
1018,nerve eze liquid
1019,nerv eze tab thuna
1020,hematone thunas
1021,liver kidney tea thunas
1022,urinatone tea thunas
1023,pile eze tea thunas
1024,nerv eze tea thunas
1025,formula
1026,special balsam bedwetting
1027,pick tonic thuna
1028,p protomorphogen beef thymus ms
1029,carbamex ms
1030,p protomorphogen beef orchic subst ms
1031,iodine tab
1032,p protomorphogen beef epithetial
1033,p protomorphogen beef eyes ms
1034,p protomorphogen beef prostate ms
1035,thymex ms
1036,p protomorphogen beef uterus ms
1037,p protomorphogen beef adrenals ms
1038,p protomorphogen beef mammary ms
1039,p protomorphogen beef parotid ms
1040,forphyll
1041,inositolex ms
1042,p protomorphogen beef brain ms
1043,theraplex acp
1044,niacex b
1045,theraplex e comfrey pepsin
1046,anticoryzax
1047,zypanax
1048,betacol
1049,calamex
1050,mollimentum hoof dressing
1051,zp antidandruff hairdressing
1052,serc
1053,vitamine e capsules ui
1054,poudre herbages antiseptique
1055,cytosar
1056,super toniven
1057,vitamin ad cap
1058,dolomite tablets
1059,lecithin plus vit cap
1060,gall liver tablets
1061,vitamin e cap iu nf natural source
1062,magnolax
1063,colchicine
1064,yohimbine tab
1065,verban
1066,ultra solugauze
1067,ultrakool burn spray
1068,ultraplast alginate styptic gauze
1069,isordil titradose tab
1070,antivenin crotalidae polyvalent
1071,bisacodyl tab
1072,deltasone
1073,trobicin inj
1074,refresh lacrilube
1075,betnesol pellets
1076,geri bons tab
1077,cosmegen
1078,decadron phosphate inj
1079,rheomacrodex normal saline
1080,cod liver oil cap
1081,liver tab w vitamin b desiccated
1082,emtryl premix
1083,novasen
1084,phillips yeast mixture
1085,cerumin
1086,kopertox
1087,sterolin liq
1088,lasix parenteral inj
1089,chest cough herb tea dr schieffer
1090,mumpsvax
1091,bentylol dospan
1092,sleeping nerves herbal mixture roha
1093,blue liquid gall remedy
1094,bonamine tab chewable
1095,gall bladder formula blackhawks
1096,nerve elixir
1097,neo bace ophthalmic ointment
1098,cerumol
1099,chloromycetin oph soln
1100,pastilles antiseptiques jener
1101,pitressin inj unit
1102,coral
1103,lorvic desensitizer
1104,garamycin inj
1105,garamycin inj pediatric
1106,scour solution coop
1107,op
1108,vitamin c wafers
1109,dextran dextrose injection
1110,lmd sodium chloride
1111,lmd dextrose
1112,pig booster liq coop
1113,ketalar
1114,mecadox swine premix
1115,prednisize solution
1116,sterodex cream
1117,mac
1118,dextran sodium chloride injection
1119,spray bandage
1120,butazone inj
1121,col liq
1122,vasofrinic
1123,dalacin c flavoured granules
1124,triple sulfa plus neomycin
1125,remisin
1126,theridon
1127,sinistronex
1128,herbamine
1129,haemovenin
1130,fortivirone
1131,fiorinal
1132,sarapin
1133,sofracort eyeear drops
1134,hydrocortisone
1135,cod liver oil cap min
1136,largal ultra
1137,caustinerf
1138,septomixine forte
1139,endomethasone ivory
1140,p onytricin p
1141,betadine skin cleanser
1142,kids gravol liquid
1143,metrate
1144,hycort retention enema
1145,hydrogen peroxide
1146,hydroxocobalamin inj
1147,balminil suppositories infants
1148,balminil suppositories adults
1149,balminil suppositories children
1150,supres tab
1151,vitamin unit
1152,niacinamide tab yeast free
1153,niacin tab yeast free
1154,serax tab
1155,b plus c
1156,vitogen b compound w c fortis capsules
1157,tempra cement powder tempra poly liquid
1158,vitamine e iu cap
1159,dso dressing
1160,ointment
1161,vitamin cap iu natural source
1162,hepamig
1163,pentobarbital sodium cap
1164,digitaline welcker tab
1165,midalgan
1166,corax cap
1167,vitamin iu
1168,blood stop powder dominion
1169,tetracycline tablets
1170,alphasel tablets
1171,tetracycline p gmlb
1172,bute tablets gm
1173,pendure
1174,piperazine
1175,carbolith
1176,nemasol sodium tab
1177,impril
1178,isotamine b
1179,thio tepa inj vial
1180,vitamin e tab chewable
1181,brasivol medium
1182,brasivol fine
1183,acne aid gel
1184,zeasorb
1185,flexamide tab
1186,hy c anatabs
1187,calf
1188,topazone aerosol
1189,sa
1190,eucalyptus oil
1191,cascara fluid ext
1192,kaolin mixture w pectin nf
1193,traveltabs
1194,lassars paste
1195,light mineral oil
1196,thioridazine oral sus
1197,hospi septic g
1198,alcohol rub
1199,athletic liniment
1200,half half balm
1201,tuffner clear spray
1202,tuffner liquid
1203,foot body powder
1204,foot spray powder
1205,fungal foot spray
1206,germa tan
1207,multivitamins w minerals extra strength
1208,victor gall remedy
1209,butazone powder gmgm
1210,chloralean drops
1211,euthanyl forte
1212,tympanex docusate sodium suspension
1213,sbs medicated skin cream
1214,everyday multiple vitamins iron
1215,formule
1216,k b tab
1217,gentocin
1218,lidocaine epinephrine
1219,aceprozine inj
1220,lanoxin elx pediatric
1221,gemalt
1222,multiple vitamins childrens chewable
1223,vitamins chewable
1224,vitogen chewable vitamins
1225,vitreat chewable vitamin tab
1226,isordil sublingual tab
1227,dextrose inj
1228,epinephrine inj sterile
1229,isoproterenol hcl inj
1230,lidocaine hcl inj
1231,lidocaine hcl jelly
1232,mannitol inj
1233,phytonadione inj
1234,potassium chloride inj meq
1235,sodium bicarbonate inj
1236,sodium chloride inj
1237,calcium chloride inj
1238,tham solution
1239,daily vitamins tab
1240,multivitamins
1241,vitogen multiple vitamins tab
1242,keflin neutral inj gmvial
1243,erythromid tab
1244,hibitane skin cleanser
1245,kenacomb
1246,nutrol e cap
1247,dilantin inj
1248,arrythmin
1249,comedonin
1250,dolomensin
1251,endangitin
1252,kollapsin
1253,nocturnin
1254,pankropatin
1255,prosopalgin
1256,rutavine
1257,spondarthrin
1258,vernadon
1259,anginacid
1260,corvosan
1261,klimakteran
1262,cimisan
1263,cobralactin
1264,euglandin
1265,euglandin f
1266,medorrhan
1267,najasthen
1268,vibramycin inj
1269,protectoderm
1270,bloban liq
1271,tramisol medicated premix
1272,ultraclear medicated shampoo
1273,herpezostin
1274,pen vee sus
1275,f
1276,etibi
1277,mycostatin oral suspension iu
1278,richters instant
1279,rheuma tree hermes
1280,jentex cream
1281,cleen
1282,pvf sus
1283,pvf ktab
1284,vitamin e capsules iu
1285,revit plus cap
1286,quinobarb tablet
1287,biquin durules
1288,xylocard one gm additive unit inj
1289,polytar
1290,alupent syr
1291,vasofrinic sirop
1292,vasofrinic plus sirop
1293,cristisol
1294,dexamethasone inj
1295,jell udder balm
1296,phenylbutazone tab
1297,prednisolone acetate inj
1298,dopamet tab
1299,glycobal fortis
1300,polytar soap
1301,pro ampi cap
1302,betadine shampoo dry hair
1303,sulfamethazine bolus
1304,alcool isopropylique friction
1305,lipotrope tab
1306,vitogen geriatric tab
1307,medrol acne ion
1308,atropine
1309,cyclogyl
1310,cetamide
1311,neutralca tab
1312,ultra
1313,vitamine e cap iu
1314,
1315,proviodine douche vaginale
1316,barriere
1317,mycil cream
1318,mycil powder
1319,elavil plus tab
1320,tramisol soluble pig wormer
1321,ripercol l cattle wormer oblets
1322,hostadex inj
1323,synacthen depot
1324,alupent aer
1325,proviodine onguent
1326,pergonal iu
1327,isohex
1328,propylene glycol liq
1329,terramycin
1330,flora herbtea peppermint
1331,flora herbtea yarrow
1332,flora herbtea grippe herbal tea
1333,flora herbtea bronchial herb tonic tea
1334,flora herbtea plantain leaves
1335,flora herbtea wormwood
1336,cardoxin
1337,gentocin durafilm
